status	original_id	matched_id	converted_id	notes
DIRECT	3GHG-A	3GHG-A	3ghg_A	Exact ID match
DIRECT	3GHN-A	3GHN-A	3ghn_A	Exact ID match
DIRECT	3GHP-A	3GHP-A	3ghp_A	Exact ID match
DIRECT	3GI1-A	3GI1-A	3gi1_A	Exact ID match
DIRECT	3GIN-A	3GIN-A	3gin_A	Exact ID match
DIRECT	3GIR-A	3GIR-A	3gir_A	Exact ID match
DIRECT	3GIT-A	3GIT-A	3git_A	Exact ID match
DIRECT	3GIU-A	3GIU-A	3giu_A	Exact ID match
DIRECT	3GIX-A	3GIX-A	3gix_A	Exact ID match
DIRECT	3GJN-A	3GJN-A	3gjn_A	Exact ID match
DIRECT	3GK7-A	3GK7-A	3gk7_A	Exact ID match
DIRECT	3GKA-A	3GKA-A	3gka_A	Exact ID match
DIRECT	3GKK-A	3GKK-A	3gkk_A	Exact ID match
DIRECT	3GKL-C	3GKL-C	3gkl_C	Exact ID match
DIRECT	3GKQ-A	3GKQ-A	3gkq_A	Exact ID match
DIRECT	3GL3-A	3GL3-A	3gl3_A	Exact ID match
DIRECT	3GL5-A	3GL5-A	3gl5_A	Exact ID match
DIRECT	3GLC-A	3GLC-A	3glc_A	Exact ID match
DIRECT	3GLF-B	3GLF-B	3glf_B	Exact ID match
DIRECT	3GLJ-A	3GLJ-A	3glj_A	Exact ID match
DIRECT	3GLV-A	3GLV-A	3glv_A	Exact ID match
DIRECT	3GM1-A	3GM1-A	3gm1_A	Exact ID match
DIRECT	3GMT-A	3GMT-A	3gmt_A	Exact ID match
DIRECT	3GMW-A	3GMW-A	3gmw_A	Exact ID match
DIRECT	3GN5-A	3GN5-A	3gn5_A	Exact ID match
DIRECT	3GNA-A	3GNA-A	3gna_A	Exact ID match
DIRECT	3GNC-A	3GNC-A	3gnc_A	Exact ID match
DIRECT	3GNJ-A	3GNJ-A	3gnj_A	Exact ID match
DIRECT	3GNL-A	3GNL-A	3gnl_A	Exact ID match
DIRECT	3GNN-A	3GNN-A	3gnn_A	Exact ID match
DIRECT	3GNQ-A	3GNQ-A	3gnq_A	Exact ID match
DIRECT	3GO6-A	3GO6-A	3go6_A	Exact ID match
DIRECT	3GOA-A	3GOA-A	3goa_A	Exact ID match
DIRECT	3GOD-A	3GOD-A	3god_A	Exact ID match
DIRECT	3GON-A	3GON-A	3gon_A	Exact ID match
DIRECT	3GOS-A	3GOS-A	3gos_A	Exact ID match
DIRECT	3GP4-A	3GP4-A	3gp4_A	Exact ID match
DIRECT	3GPK-A	3GPK-A	3gpk_A	Exact ID match
DIRECT	3GPU-A	3GPU-A	3gpu_A	Exact ID match
DIRECT	3GQ2-A	3GQ2-A	3gq2_A	Exact ID match
DIRECT	3GQC-A	3GQC-A	3gqc_A	Exact ID match
DIRECT	3GQL-A	3GQL-A	3gql_A	Exact ID match
DIRECT	3GR7-A	3GR7-A	3gr7_A	Exact ID match
DIRECT	3GRC-A	3GRC-A	3grc_A	Exact ID match
DIRECT	3GRF-A	3GRF-A	3grf_A	Exact ID match
DIRECT	3GRH-A	3GRH-A	3grh_A	Exact ID match
DIRECT	3GRI-A	3GRI-A	3gri_A	Exact ID match
DIRECT	3GRK-A	3GRK-A	3grk_A	Exact ID match
DIRECT	3GRO-A	3GRO-A	3gro_A	Exact ID match
DIRECT	3GRP-A	3GRP-A	3grp_A	Exact ID match
DIRECT	3GRX-A	3GRX-A	3grx_A	Exact ID match
DIRECT	3GS2-A	3GS2-A	3gs2_A	Exact ID match
DIRECT	3GSD-A	3GSD-A	3gsd_A	Exact ID match
DIRECT	3GSE-A	3GSE-A	3gse_A	Exact ID match
DIRECT	3GSZ-A	3GSZ-A	3gsz_A	Exact ID match
DIRECT	3GT0-A	3GT0-A	3gt0_A	Exact ID match
DIRECT	3GT7-A	3GT7-A	3gt7_A	Exact ID match
DIRECT	3GTD-A	3GTD-A	3gtd_A	Exact ID match
DIRECT	3GTM-S	3GTM-S	3gtm_S	Exact ID match
DIRECT	3GTN-A	3GTN-A	3gtn_A	Exact ID match
DIRECT	3GTY-S	3GTY-S	3gty_S	Exact ID match
DIRECT	3GTY-X	3GTY-X	3gty_X	Exact ID match
DIRECT	3GU3-A	3GU3-A	3gu3_A	Exact ID match
DIRECT	3GUE-A	3GUE-A	3gue_A	Exact ID match
DIRECT	3GUV-A	3GUV-A	3guv_A	Exact ID match
DIRECT	3GUX-A	3GUX-A	3gux_A	Exact ID match
DIRECT	3GUZ-A	3GUZ-A	3guz_A	Exact ID match
DIRECT	3GV1-A	3GV1-A	3gv1_A	Exact ID match
DIRECT	3GV2-A	3GV2-A	3gv2_A	Exact ID match
DIRECT	3GVE-A	3GVE-A	3gve_A	Exact ID match
DIRECT	3GVH-A	3GVH-A	3gvh_A	Exact ID match
DIRECT	3GVX-A	3GVX-A	3gvx_A	Exact ID match
DIRECT	3GVY-A	3GVY-A	3gvy_A	Exact ID match
DIRECT	3GWG-A	3GWG-A	3gwg_A	Exact ID match
DIRECT	3GWJ-A	3GWJ-A	3gwj_A	Exact ID match
DIRECT	3GWL-A	3GWL-A	3gwl_A	Exact ID match
DIRECT	3GWM-A	3GWM-A	3gwm_A	Exact ID match
DIRECT	3GWN-A	3GWN-A	3gwn_A	Exact ID match
DIRECT	3GWQ-A	3GWQ-A	3gwq_A	Exact ID match
DIRECT	3GX0-A	3GX0-A	3gx0_A	Exact ID match
DIRECT	3GX1-A	3GX1-A	3gx1_A	Exact ID match
DIRECT	3GX8-A	3GX8-A	3gx8_A	Exact ID match
DIRECT	3GX9-A	3GX9-A	3gx9_A	Exact ID match
DIRECT	3GXV-A	3GXV-A	3gxv_A	Exact ID match
DIRECT	3GXW-A	3GXW-A	3gxw_A	Exact ID match
DIRECT	3GYB-A	3GYB-A	3gyb_A	Exact ID match
DIRECT	3GYG-A	3GYG-A	3gyg_A	Exact ID match
DIRECT	3GYK-A	3GYK-A	3gyk_A	Exact ID match
DIRECT	3GYQ-A	3GYQ-A	3gyq_A	Exact ID match
DIRECT	3GYR-A	3GYR-A	3gyr_A	Exact ID match
DIRECT	3GYX-A	3GYX-A	3gyx_A	Exact ID match
DIRECT	3GYZ-A	3GYZ-A	3gyz_A	Exact ID match
DIRECT	3GZ5-A	3GZ5-A	3gz5_A	Exact ID match
DIRECT	3GZA-A	3GZA-A	3gza_A	Exact ID match
DIRECT	3GZG-A	3GZG-A	3gzg_A	Exact ID match
DIRECT	3GZI-A	3GZI-A	3gzi_A	Exact ID match
DIRECT	3GZU-C	3GZU-C	3gzu_C	Exact ID match
DIRECT	3GZX-A	3GZX-A	3gzx_A	Exact ID match
DIRECT	3H05-A	3H05-A	3h05_A	Exact ID match
DIRECT	3H07-A	3H07-A	3h07_A	Exact ID match
DIRECT	3H09-A	3H09-A	3h09_A	Exact ID match
DIRECT	3H0D-A	3H0D-A	3h0d_A	Exact ID match
DIRECT	3H0G-E	3H0G-E	3h0g_E	Exact ID match
DIRECT	3H0G-G	3H0G-G	3h0g_G	Exact ID match
DIRECT	3H0G-H	3H0G-H	3h0g_H	Exact ID match
DIRECT	3H0G-J	3H0G-J	3h0g_J	Exact ID match
DIRECT	3H0K-A	3H0K-A	3h0k_A	Exact ID match
DIRECT	3H0L-A	3H0L-A	3h0l_A	Exact ID match
DIRECT	3H0P-A	3H0P-A	3h0p_A	Exact ID match
DIRECT	3H12-A	3H12-A	3h12_A	Exact ID match
DIRECT	3H14-A	3H14-A	3h14_A	Exact ID match
DIRECT	3H15-A	3H15-A	3h15_A	Exact ID match
DIRECT	3H16-A	3H16-A	3h16_A	Exact ID match
DIRECT	3H1C-A	3H1C-A	3h1c_A	Exact ID match
DIRECT	3H1P-A	3H1P-A	3h1p_A	Exact ID match
DIRECT	3H1Q-A	3H1Q-A	3h1q_A	Exact ID match
DIRECT	3H1S-A	3H1S-A	3h1s_A	Exact ID match
DIRECT	3H1T-A	3H1T-A	3h1t_A	Exact ID match
DIRECT	3H2D-A	3H2D-A	3h2d_A	Exact ID match
DIRECT	3H2H-A	3H2H-A	3h2h_A	Exact ID match
DIRECT	3H2Y-A	3H2Y-A	3h2y_A	Exact ID match
DIRECT	3H2Z-A	3H2Z-A	3h2z_A	Exact ID match
DIRECT	3H31-A	3H31-A	3h31_A	Exact ID match
DIRECT	3H32-A	3H32-A	3h32_A	Exact ID match
DIRECT	3H34-A	3H34-A	3h34_A	Exact ID match
DIRECT	3H36-A	3H36-A	3h36_A	Exact ID match
DIRECT	3H3Z-A	3H3Z-A	3h3z_A	Exact ID match
DIRECT	3H4L-A	3H4L-A	3h4l_A	Exact ID match
DIRECT	3H4M-A	3H4M-A	3h4m_A	Exact ID match
DIRECT	3H4N-A	3H4N-A	3h4n_A	Exact ID match
DIRECT	3H4S-A	3H4S-A	3h4s_A	Exact ID match
DIRECT	3H4S-E	3H4S-E	3h4s_E	Exact ID match
DIRECT	3H51-A	3H51-A	3h51_A	Exact ID match
DIRECT	3H5A-A	3H5A-A	3h5a_A	Exact ID match
DIRECT	3H5C-B	3H5C-B	3h5c_B	Exact ID match
DIRECT	3H5I-A	3H5I-A	3h5i_A	Exact ID match
DIRECT	3H5J-A	3H5J-A	3h5j_A	Exact ID match
DIRECT	3H5O-A	3H5O-A	3h5o_A	Exact ID match
DIRECT	3H5Q-A	3H5Q-A	3h5q_A	Exact ID match
DIRECT	3H5T-A	3H5T-A	3h5t_A	Exact ID match
DIRECT	3H6E-A	3H6E-A	3h6e_A	Exact ID match
DIRECT	3H6J-A	3H6J-A	3h6j_A	Exact ID match
DIRECT	3H6N-A	3H6N-A	3h6n_A	Exact ID match
DIRECT	3H6P-A	3H6P-A	3h6p_A	Exact ID match
DIRECT	3H6P-C	3H6P-C	3h6p_C	Exact ID match
DIRECT	3H6Q-A	3H6Q-A	3h6q_A	Exact ID match
DIRECT	3H6R-B	3H6R-B	3h6r_B	Exact ID match
DIRECT	3H6S-E	3H6S-E	3h6s_E	Exact ID match
DIRECT	3H76-A	3H76-A	3h76_A	Exact ID match
DIRECT	3H79-A	3H79-A	3h79_A	Exact ID match
DIRECT	3H7F-A	3H7F-A	3h7f_A	Exact ID match
DIRECT	3H7H-B	3H7H-B	3h7h_B	Exact ID match
DIRECT	3H7J-A	3H7J-A	3h7j_A	Exact ID match
DIRECT	3H7L-A	3H7L-A	3h7l_A	Exact ID match
DIRECT	3H7O-A	3H7O-A	3h7o_A	Exact ID match
DIRECT	3H7Q-A	3H7Q-A	3h7q_A	Exact ID match
DIRECT	3H7V-A	3H7V-A	3h7v_A	Exact ID match
DIRECT	3H81-A	3H81-A	3h81_A	Exact ID match
DIRECT	3H87-A	3H87-A	3h87_A	Exact ID match
DIRECT	3H87-C	3H87-C	3h87_C	Exact ID match
DIRECT	3H8Q-A	3H8Q-A	3h8q_A	Exact ID match
DIRECT	3H8Z-A	3H8Z-A	3h8z_A	Exact ID match
DIRECT	3H93-A	3H93-A	3h93_A	Exact ID match
DIRECT	3H9D-A	3H9D-A	3h9d_A	Exact ID match
DIRECT	3H9E-O	3H9E-O	3h9e_O	Exact ID match
DIRECT	3H9M-A	3H9M-A	3h9m_A	Exact ID match
DIRECT	3H9N-A	3H9N-A	3h9n_A	Exact ID match
DIRECT	3H9P-A	3H9P-A	3h9p_A	Exact ID match
DIRECT	3HA9-A	3HA9-A	3ha9_A	Exact ID match
DIRECT	3HAI-A	3HAI-A	3hai_A	Exact ID match
DIRECT	3HB6-A	3HB6-A	3hb6_A	Exact ID match
DIRECT	3HBA-A	3HBA-A	3hba_A	Exact ID match
DIRECT	3HBF-A	3HBF-A	3hbf_A	Exact ID match
DIRECT	3HC7-A	3HC7-A	3hc7_A	Exact ID match
DIRECT	3HCJ-A	3HCJ-A	3hcj_A	Exact ID match
DIRECT	3HCS-A	3HCS-A	3hcs_A	Exact ID match
DIRECT	3HCT-A	3HCT-A	3hct_A	Exact ID match
DIRECT	3HCZ-A	3HCZ-A	3hcz_A	Exact ID match
DIRECT	3HD4-A	3HD4-A	3hd4_A	Exact ID match
DIRECT	3HD5-A	3HD5-A	3hd5_A	Exact ID match
DIRECT	3HD8-A	3HD8-A	3hd8_A	Exact ID match
DIRECT	3HDB-A	3HDB-A	3hdb_A	Exact ID match
DIRECT	3HDC-A	3HDC-A	3hdc_A	Exact ID match
DIRECT	3HDE-A	3HDE-A	3hde_A	Exact ID match
DIRECT	3HDF-A	3HDF-A	3hdf_A	Exact ID match
DIRECT	3HDG-A	3HDG-A	3hdg_A	Exact ID match
DIRECT	3HDI-A	3HDI-A	3hdi_A	Exact ID match
DIRECT	3HDL-A	3HDL-A	3hdl_A	Exact ID match
DIRECT	3HDP-A	3HDP-A	3hdp_A	Exact ID match
DIRECT	3HDV-A	3HDV-A	3hdv_A	Exact ID match
DIRECT	3HE0-A	3HE0-A	3he0_A	Exact ID match
DIRECT	3HE2-A	3HE2-A	3he2_A	Exact ID match
DIRECT	3HE8-A	3HE8-A	3he8_A	Exact ID match
DIRECT	3HEA-A	3HEA-A	3hea_A	Exact ID match
DIRECT	3HEB-A	3HEB-A	3heb_A	Exact ID match
DIRECT	3HEF-A	3HEF-A	3hef_A	Exact ID match
DIRECT	3HEI-B	3HEI-B	3hei_B	Exact ID match
DIRECT	3HF1-A	3HF1-A	3hf1_A	Exact ID match
DIRECT	3HF3-A	3HF3-A	3hf3_A	Exact ID match
DIRECT	3HFI-A	3HFI-A	3hfi_A	Exact ID match
DIRECT	3HFN-A	3HFN-A	3hfn_A	Exact ID match
DIRECT	3HFQ-A	3HFQ-A	3hfq_A	Exact ID match
DIRECT	3HFX-A	3HFX-A	3hfx_A	Exact ID match
DIRECT	3HG7-A	3HG7-A	3hg7_A	Exact ID match
DIRECT	3HGG-A	3HGG-A	3hgg_A	Exact ID match
DIRECT	3HH0-A	3HH0-A	3hh0_A	Exact ID match
DIRECT	3HH7-A	3HH7-A	3hh7_A	Exact ID match
DIRECT	3HHC-A	3HHC-A	3hhc_A	Exact ID match
DIRECT	3HHE-A	3HHE-A	3hhe_A	Exact ID match
DIRECT	3HHG-A	3HHG-A	3hhg_A	Exact ID match
DIRECT	3HHJ-A	3HHJ-A	3hhj_A	Exact ID match
DIRECT	3HHR-B	3HHR-B	3hhr_B	Exact ID match
DIRECT	3HHT-A	3HHT-A	3hht_A	Exact ID match
DIRECT	3HHV-A	3HHV-A	3hhv_A	Exact ID match
DIRECT	3HI0-A	3HI0-A	3hi0_A	Exact ID match
DIRECT	3HI1-G	3HI1-G	3hi1_G	Exact ID match
DIRECT	3HI9-A	3HI9-A	3hi9_A	Exact ID match
DIRECT	3HID-A	3HID-A	3hid_A	Exact ID match
DIRECT	3HIN-A	3HIN-A	3hin_A	Exact ID match
DIRECT	3HIP-A	3HIP-A	3hip_A	Exact ID match
DIRECT	3HIQ-A	3HIQ-A	3hiq_A	Exact ID match
DIRECT	3HJ7-A	3HJ7-A	3hj7_A	Exact ID match
DIRECT	3HJA-A	3HJA-A	3hja_A	Exact ID match
DIRECT	3HJB-A	3HJB-A	3hjb_A	Exact ID match
DIRECT	3HJC-A	3HJC-A	3hjc_A	Exact ID match
DIRECT	3HJE-A	3HJE-A	3hje_A	Exact ID match
DIRECT	3HJG-A	3HJG-A	3hjg_A	Exact ID match
DIRECT	3HJH-A	3HJH-A	3hjh_A	Exact ID match
DIRECT	3HJN-A	3HJN-A	3hjn_A	Exact ID match
DIRECT	3HJP-A	3HJP-A	3hjp_A	Exact ID match
DIRECT	3HJR-A	3HJR-A	3hjr_A	Exact ID match
DIRECT	3HJV-A	3HJV-A	3hjv_A	Exact ID match
DIRECT	3HJZ-A	3HJZ-A	3hjz_A	Exact ID match
DIRECT	3HK0-A	3HK0-A	3hk0_A	Exact ID match
DIRECT	3HKM-A	3HKM-A	3hkm_A	Exact ID match
DIRECT	3HKO-A	3HKO-A	3hko_A	Exact ID match
DIRECT	3HKV-A	3HKV-A	3hkv_A	Exact ID match
DIRECT	3HKW-A	3HKW-A	3hkw_A	Exact ID match
DIRECT	3HKZ-G	3HKZ-G	3hkz_G	Exact ID match
DIRECT	3HLR-A	3HLR-A	3hlr_A	Exact ID match
DIRECT	3HLS-A	3HLS-A	3hls_A	Exact ID match
DIRECT	3HLT-A	3HLT-A	3hlt_A	Exact ID match
DIRECT	3HLY-A	3HLY-A	3hly_A	Exact ID match
DIRECT	3HM2-A	3HM2-A	3hm2_A	Exact ID match
DIRECT	3HM6-X	3HM6-X	3hm6_X	Exact ID match
DIRECT	3HM7-A	3HM7-A	3hm7_A	Exact ID match
DIRECT	3HM8-A	3HM8-A	3hm8_A	Exact ID match
DIRECT	3HMC-A	3HMC-A	3hmc_A	Exact ID match
DIRECT	3HMF-A	3HMF-A	3hmf_A	Exact ID match
DIRECT	3HMQ-A	3HMQ-A	3hmq_A	Exact ID match
DIRECT	3HMU-A	3HMU-A	3hmu_A	Exact ID match
DIRECT	3HMZ-A	3HMZ-A	3hmz_A	Exact ID match
DIRECT	3HN2-A	3HN2-A	3hn2_A	Exact ID match
DIRECT	3HN7-A	3HN7-A	3hn7_A	Exact ID match
DIRECT	3HNG-A	3HNG-A	3hng_A	Exact ID match
DIRECT	3HNJ-A	3HNJ-A	3hnj_A	Exact ID match
DIRECT	3HNO-A	3HNO-A	3hno_A	Exact ID match
DIRECT	3HNR-A	3HNR-A	3hnr_A	Exact ID match
DIRECT	3HOA-A	3HOA-A	3hoa_A	Exact ID match
DIRECT	3HOJ-A	3HOJ-A	3hoj_A	Exact ID match
DIRECT	3HP0-A	3HP0-A	3hp0_A	Exact ID match
DIRECT	3HP7-A	3HP7-A	3hp7_A	Exact ID match
DIRECT	3HPA-A	3HPA-A	3hpa_A	Exact ID match
DIRECT	3HPD-A	3HPD-A	3hpd_A	Exact ID match
DIRECT	3HPX-A	3HPX-A	3hpx_A	Exact ID match
DIRECT	3HQ2-A	3HQ2-A	3hq2_A	Exact ID match
DIRECT	3HQG-A	3HQG-A	3hqg_A	Exact ID match
DIRECT	3HQT-A	3HQT-A	3hqt_A	Exact ID match
DIRECT	3HR0-A	3HR0-A	3hr0_A	Exact ID match
DIRECT	3HR4-A	3HR4-A	3hr4_A	Exact ID match
DIRECT	3HR8-A	3HR8-A	3hr8_A	Exact ID match
DIRECT	3HRD-A	3HRD-A	3hrd_A	Exact ID match
DIRECT	3HRD-B	3HRD-B	3hrd_B	Exact ID match
DIRECT	3HRD-C	3HRD-C	3hrd_C	Exact ID match
DIRECT	3HRI-A	3HRI-A	3hri_A	Exact ID match
DIRECT	3HRV-A	3HRV-A	3hrv_A	Exact ID match
DIRECT	3HSI-A	3HSI-A	3hsi_A	Exact ID match
DIRECT	3HSK-A	3HSK-A	3hsk_A	Exact ID match
DIRECT	3HST-B	3HST-B	3hst_B	Exact ID match
DIRECT	3HT1-A	3HT1-A	3ht1_A	Exact ID match
DIRECT	3HTU-A	3HTU-A	3htu_A	Exact ID match
DIRECT	3HTV-A	3HTV-A	3htv_A	Exact ID match
DIRECT	3HU1-A	3HU1-A	3hu1_A	Exact ID match
DIRECT	3HUE-A	3HUE-A	3hue_A	Exact ID match
DIRECT	3HUG-A	3HUG-A	3hug_A	Exact ID match
DIRECT	3HUL-A	3HUL-A	3hul_A	Exact ID match
DIRECT	3HUR-A	3HUR-A	3hur_A	Exact ID match
DIRECT	3HV0-A	3HV0-A	3hv0_A	Exact ID match
DIRECT	3HV2-A	3HV2-A	3hv2_A	Exact ID match
DIRECT	3HVD-A	3HVD-A	3hvd_A	Exact ID match
DIRECT	3HVE-A	3HVE-A	3hve_A	Exact ID match
DIRECT	3HVE-B	3HVE-B	3hve_B	Exact ID match
DIRECT	3HVM-A	3HVM-A	3hvm_A	Exact ID match
DIRECT	3HVN-A	3HVN-A	3hvn_A	Exact ID match
DIRECT	3HWC-A	3HWC-A	3hwc_A	Exact ID match
DIRECT	3HWK-A	3HWK-A	3hwk_A	Exact ID match
DIRECT	3HWN-A	3HWN-A	3hwn_A	Exact ID match
DIRECT	3HXK-A	3HXK-A	3hxk_A	Exact ID match
DIRECT	3HYF-A	3HYF-A	3hyf_A	Exact ID match
DIRECT	3HYJ-A	3HYJ-A	3hyj_A	Exact ID match
DIRECT	3HYK-A	3HYK-A	3hyk_A	Exact ID match
DIRECT	3HYP-A	3HYP-A	3hyp_A	Exact ID match
DIRECT	3HYQ-A	3HYQ-A	3hyq_A	Exact ID match
DIRECT	3HZ4-A	3HZ4-A	3hz4_A	Exact ID match
DIRECT	3HZ6-A	3HZ6-A	3hz6_A	Exact ID match
DIRECT	3HZ8-A	3HZ8-A	3hz8_A	Exact ID match
DIRECT	3HZH-A	3HZH-A	3hzh_A	Exact ID match
DIRECT	3HZH-B	3HZH-B	3hzh_B	Exact ID match
DIRECT	3HZJ-A	3HZJ-A	3hzj_A	Exact ID match
DIRECT	3HZQ-A	3HZQ-A	3hzq_A	Exact ID match
DIRECT	3HZR-A	3HZR-A	3hzr_A	Exact ID match
DIRECT	3HZZ-A	3HZZ-A	3hzz_A	Exact ID match
DIRECT	3I05-A	3I05-A	3i05_A	Exact ID match
DIRECT	3I08-A	3I08-A	3i08_A	Exact ID match
DIRECT	3I08-B	3I08-B	3i08_B	Exact ID match
DIRECT	3I0U-A	3I0U-A	3i0u_A	Exact ID match
DIRECT	3I0Z-A	3I0Z-A	3i0z_A	Exact ID match
DIRECT	3I10-A	3I10-A	3i10_A	Exact ID match
DIRECT	3I12-A	3I12-A	3i12_A	Exact ID match
DIRECT	3I18-A	3I18-A	3i18_A	Exact ID match
DIRECT	3I1E-A	3I1E-A	3i1e_A	Exact ID match
DIRECT	3I1H-A	3I1H-A	3i1h_A	Exact ID match
DIRECT	3I1I-A	3I1I-A	3i1i_A	Exact ID match
DIRECT	3I1K-A	3I1K-A	3i1k_A	Exact ID match
DIRECT	3I2D-A	3I2D-A	3i2d_A	Exact ID match
DIRECT	3I2H-A	3I2H-A	3i2h_A	Exact ID match
DIRECT	3I2N-A	3I2N-A	3i2n_A	Exact ID match
DIRECT	3I2X-A	3I2X-A	3i2x_A	Exact ID match
DIRECT	3I36-A	3I36-A	3i36_A	Exact ID match
DIRECT	3I38-A	3I38-A	3i38_A	Exact ID match
DIRECT	3I3C-A	3I3C-A	3i3c_A	Exact ID match
DIRECT	3I3W-A	3I3W-A	3i3w_A	Exact ID match
DIRECT	3I3Y-A	3I3Y-A	3i3y_A	Exact ID match
DIRECT	3I42-A	3I42-A	3i42_A	Exact ID match
DIRECT	3I44-A	3I44-A	3i44_A	Exact ID match
DIRECT	3I45-A	3I45-A	3i45_A	Exact ID match
DIRECT	3I47-A	3I47-A	3i47_A	Exact ID match
DIRECT	3I4E-A	3I4E-A	3i4e_A	Exact ID match
DIRECT	3I4I-A	3I4I-A	3i4i_A	Exact ID match
DIRECT	3I4J-A	3I4J-A	3i4j_A	Exact ID match
DIRECT	3I4K-A	3I4K-A	3i4k_A	Exact ID match
DIRECT	3I4O-A	3I4O-A	3i4o_A	Exact ID match
DIRECT	3I4P-A	3I4P-A	3i4p_A	Exact ID match
DIRECT	3I4Q-A	3I4Q-A	3i4q_A	Exact ID match
DIRECT	3I4T-A	3I4T-A	3i4t_A	Exact ID match
DIRECT	3I4X-A	3I4X-A	3i4x_A	Exact ID match
DIRECT	3I5A-A	3I5A-A	3i5a_A	Exact ID match
DIRECT	3I5P-A	3I5P-A	3i5p_A	Exact ID match
DIRECT	3I5T-A	3I5T-A	3i5t_A	Exact ID match
DIRECT	3I6D-A	3I6D-A	3i6d_A	Exact ID match
DIRECT	3I6E-A	3I6E-A	3i6e_A	Exact ID match
DIRECT	3I6T-A	3I6T-A	3i6t_A	Exact ID match
DIRECT	3I6U-A	3I6U-A	3i6u_A	Exact ID match
DIRECT	3I6V-A	3I6V-A	3i6v_A	Exact ID match
DIRECT	3I6Y-A	3I6Y-A	3i6y_A	Exact ID match
DIRECT	3I77-A	3I77-A	3i77_A	Exact ID match
DIRECT	3I7F-A	3I7F-A	3i7f_A	Exact ID match
DIRECT	3I7T-A	3I7T-A	3i7t_A	Exact ID match
DIRECT	3I7U-A	3I7U-A	3i7u_A	Exact ID match
DIRECT	3I81-A	3I81-A	3i81_A	Exact ID match
DIRECT	3I82-A	3I82-A	3i82_A	Exact ID match
DIRECT	3I83-A	3I83-A	3i83_A	Exact ID match
DIRECT	3I8B-A	3I8B-A	3i8b_A	Exact ID match
DIRECT	3I8V-A	3I8V-A	3i8v_A	Exact ID match
DIRECT	3I96-A	3I96-A	3i96_A	Exact ID match
DIRECT	3I99-A	3I99-A	3i99_A	Exact ID match
DIRECT	3I9F-A	3I9F-A	3i9f_A	Exact ID match
DIRECT	3IA7-A	3IA7-A	3ia7_A	Exact ID match
DIRECT	3IAC-A	3IAC-A	3iac_A	Exact ID match
DIRECT	3IAL-A	3IAL-A	3ial_A	Exact ID match
DIRECT	3IAU-A	3IAU-A	3iau_A	Exact ID match
DIRECT	3IB3-A	3IB3-A	3ib3_A	Exact ID match
DIRECT	3IBB-A	3IBB-A	3ibb_A	Exact ID match
DIRECT	3IBJ-A	3IBJ-A	3ibj_A	Exact ID match
DIRECT	3IBT-A	3IBT-A	3ibt_A	Exact ID match
DIRECT	3IBV-A	3IBV-A	3ibv_A	Exact ID match
DIRECT	3IBX-A	3IBX-A	3ibx_A	Exact ID match
DIRECT	3IBY-A	3IBY-A	3iby_A	Exact ID match
DIRECT	3IC4-A	3IC4-A	3ic4_A	Exact ID match
DIRECT	3IC6-A	3IC6-A	3ic6_A	Exact ID match
DIRECT	3IC7-A	3IC7-A	3ic7_A	Exact ID match
DIRECT	3ICF-A	3ICF-A	3icf_A	Exact ID match
DIRECT	3ICJ-A	3ICJ-A	3icj_A	Exact ID match
DIRECT	3ICO-A	3ICO-A	3ico_A	Exact ID match
DIRECT	3ID7-A	3ID7-A	3id7_A	Exact ID match
DIRECT	3IDV-A	3IDV-A	3idv_A	Exact ID match
DIRECT	3IDW-A	3IDW-A	3idw_A	Exact ID match
DIRECT	3IE5-A	3IE5-A	3ie5_A	Exact ID match
DIRECT	3IEB-A	3IEB-A	3ieb_A	Exact ID match
DIRECT	3IED-A	3IED-A	3ied_A	Exact ID match
DIRECT	3IEF-A	3IEF-A	3ief_A	Exact ID match
DIRECT	3IEY-A	3IEY-A	3iey_A	Exact ID match
DIRECT	3IEY-B	3IEY-B	3iey_B	Exact ID match
DIRECT	3IF2-A	3IF2-A	3if2_A	Exact ID match
DIRECT	3IF6-A	3IF6-A	3if6_A	Exact ID match
DIRECT	3IF8-B	3IF8-B	3if8_B	Exact ID match
DIRECT	3IFK-A	3IFK-A	3ifk_A	Exact ID match
DIRECT	3IFQ-A	3IFQ-A	3ifq_A	Exact ID match
DIRECT	3IFQ-C	3IFQ-C	3ifq_C	Exact ID match
DIRECT	3IFR-A	3IFR-A	3ifr_A	Exact ID match
DIRECT	3IFS-A	3IFS-A	3ifs_A	Exact ID match
DIRECT	3IFU-A	3IFU-A	3ifu_A	Exact ID match
DIRECT	3IG0-A	3IG0-A	3ig0_A	Exact ID match
DIRECT	3IG3-A	3IG3-A	3ig3_A	Exact ID match
DIRECT	3IG4-A	3IG4-A	3ig4_A	Exact ID match
DIRECT	3IGH-X	3IGH-X	3igh_X	Exact ID match
DIRECT	3IGQ-A	3IGQ-A	3igq_A	Exact ID match
DIRECT	3IGR-A	3IGR-A	3igr_A	Exact ID match
DIRECT	3IGS-A	3IGS-A	3igs_A	Exact ID match
DIRECT	3IHG-A	3IHG-A	3ihg_A	Exact ID match
DIRECT	3IHK-A	3IHK-A	3ihk_A	Exact ID match
DIRECT	3IHL-A	3IHL-A	3ihl_A	Exact ID match
DIRECT	3IHM-A	3IHM-A	3ihm_A	Exact ID match
DIRECT	3IHO-A	3IHO-A	3iho_A	Exact ID match
